genome,A_V,B_V,c_V,V_with_c,V_two_cats,V_one_cat
GB_GCA_001797185.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_001797275.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_001797495.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001797665.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_001798165.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001798605.1,0.0,1.0,0.0,0.0,0.0,1.0
GB_GCA_001799365.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_001799485.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001799615.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001799795.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001800015.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_001800085.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_001800515.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_001800675.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001800745.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001800815.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001800825.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001801085.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001801995.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001802645.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001802655.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001803205.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001803225.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001803315.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001803705.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001803815.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_001804045.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001804065.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001804785.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001804805.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001804815.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001804865.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001804915.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001805005.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001805205.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001805565.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001805575.1,1.0,0.0,0.0,0.0,0.0,1.0
GB_GCA_001805645.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001805655.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001805765.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001805845.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001805965.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001817055.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001817115.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001818235.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001821555.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001824455.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_001824485.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_001824555.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001825665.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001825675.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_001828545.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001828595.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001828605.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001829125.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_001829155.1,1.0,1.0,2.0,1.0,1.0,1.0
GB_GCA_001829185.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_001829315.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001829395.1,3.0,1.0,2.0,1.0,1.0,3.0
GB_GCA_001829415.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_001829455.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001829495.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001830285.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001830425.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001856825.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001871015.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001871075.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001871115.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001871125.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001871475.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001871495.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001871535.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001871575.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001871595.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001872725.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001872985.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001873075.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001873295.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001873565.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001873635.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001873845.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001873945.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001874005.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001875255.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001875345.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001875365.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_001875425.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001885315.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_001889985.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001890945.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001890975.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_001896545.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001896555.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_001896715.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001896725.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001897225.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001897515.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001897605.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001898165.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001898185.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001898505.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001898935.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001899305.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001899775.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001913845.2,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_001914405.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001915065.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001915545.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001915575.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001916715.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001916855.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001917855.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001917995.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_001918745.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001919285.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_001920395.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001940645.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001940665.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001940705.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001940725.1,1.0,1.0,2.0,1.0,1.0,1.0
GB_GCA_001940755.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_001940805.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001940825.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001940855.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001940925.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001940985.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001940995.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_001941025.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001941045.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001941065.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001941135.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_001941225.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001950395.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_001983455.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001983475.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001983555.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001994995.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_001995005.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002007285.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002007295.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002007315.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002007365.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002009975.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002010045.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002010075.1,4.0,2.0,2.0,2.0,2.0,4.0
GB_GCA_002010195.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002010215.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002010285.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002010305.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002010725.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002011035.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002011075.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002011085.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002011125.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002011165.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002011215.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002011235.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002011355.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002011395.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002011615.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002018045.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_002029975.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002030015.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_002030045.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002049895.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002049985.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_002050275.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_002059205.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002067035.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_002067045.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_002067065.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002067095.1,3.0,3.0,1.0,1.0,3.0,3.0
GB_GCA_002067155.1,3.0,3.0,2.0,2.0,3.0,3.0
GB_GCA_002067165.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_002067235.1,2.0,1.0,2.0,1.0,1.0,2.0
GB_GCA_002067265.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002067275.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002067315.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_002067325.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002067365.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002067475.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002067485.1,3.0,3.0,2.0,2.0,3.0,3.0
GB_GCA_002067555.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_002067565.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_002067585.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_002067635.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002067685.1,3.0,3.0,1.0,1.0,3.0,3.0
GB_GCA_002067705.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002067755.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002067795.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002067865.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002067895.1,3.0,3.0,2.0,2.0,3.0,3.0
GB_GCA_002067975.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_002068015.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002068215.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002068325.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_002068355.1,1.0,2.0,1.0,1.0,1.0,2.0
GB_GCA_002068415.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002068435.1,3.0,3.0,2.0,2.0,3.0,3.0
GB_GCA_002068635.1,0.0,1.0,1.0,0.0,0.0,1.0
GB_GCA_002068715.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002068775.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002068815.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002068855.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002068935.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_002069015.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002069095.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002069365.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_002069605.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002069695.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_002069785.1,2.0,2.0,0.0,0.0,2.0,2.0
GB_GCA_002069815.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002069855.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002070025.1,2.0,3.0,1.0,1.0,2.0,3.0
GB_GCA_002070045.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_002070105.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_002070185.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002070205.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_002070265.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002070275.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002070295.1,2.0,1.0,0.0,0.0,1.0,2.0
GB_GCA_002070375.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002070395.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_002070415.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002070475.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002070565.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002070605.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_002070635.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_002070645.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002070755.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002070945.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_002070955.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002070965.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_002071025.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002071045.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002071085.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_002071175.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002071245.1,2.0,1.0,2.0,1.0,1.0,2.0
GB_GCA_002071335.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002071385.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002071415.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002071445.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002071485.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002071695.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002082305.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_002083985.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002084115.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002084135.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002084535.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002084545.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002084585.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002084805.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_002084865.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002085285.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_002085355.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002085385.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002148405.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_002160535.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002170315.2,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002170775.2,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002171315.2,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002171515.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_002172185.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002172355.2,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002172375.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002204705.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002214185.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002215665.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_002238925.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002239005.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002254385.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002254405.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002254415.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002254565.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002254595.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002254665.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002254745.1,1.0,1.0,2.0,1.0,1.0,1.0
GB_GCA_002254825.2,0.0,1.0,1.0,0.0,0.0,1.0
GB_GCA_002254885.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002254895.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_002255045.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002255065.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_002255135.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002256535.1,1.0,0.0,0.0,0.0,0.0,1.0
GB_GCA_002256595.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002281555.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002291895.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_002291985.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002292015.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002292025.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002292365.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_002293295.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002293315.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002293345.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002293365.1,0.0,1.0,1.0,0.0,0.0,1.0
GB_GCA_002293375.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002293425.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002293435.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002293455.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_002293475.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002293505.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002293525.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002293535.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002293545.1,5.0,2.0,2.0,2.0,2.0,5.0
GB_GCA_002293585.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_002293625.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_002293665.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002293965.1,2.0,1.0,2.0,1.0,1.0,2.0
GB_GCA_002294045.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_002295325.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002296965.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002297185.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002297545.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002297815.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002297865.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002298075.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002298125.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002298665.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002298885.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002298915.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002298925.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002299425.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002299495.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002299545.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002299675.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_002299965.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002304735.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_002304915.1,2.0,1.0,0.0,0.0,1.0,2.0
GB_GCA_002304925.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002304935.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002304945.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002304995.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_002305015.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002305075.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_002305085.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002305255.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002305275.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002305335.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_002305355.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002305415.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002305435.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002305445.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_002305545.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002305575.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002305655.1,2.0,2.0,0.0,0.0,2.0,2.0
GB_GCA_002305685.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002305715.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002305725.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002305755.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002305765.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_002305795.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002305955.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_002306005.1,0.0,0.0,1.0,0.0,0.0,0.0
GB_GCA_002306075.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_002306335.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002306375.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002306975.1,2.0,2.0,1.0,1.0,2.0,2.0
GB_GCA_002307015.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_002307035.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002307115.1,1.0,1.0,0.0,0.0,1.0,1.0
GB_GCA_002307245.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002308155.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002308195.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_002308215.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002308315.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002308475.1,2.0,1.0,0.0,0.0,1.0,2.0
GB_GCA_002308555.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_002308575.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_002308615.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002308635.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_002308755.1,2.0,1.0,1.0,1.0,1.0,2.0
GB_GCA_002308795.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002308815.1,1.0,0.0,1.0,0.0,0.0,1.0
GB_GCA_002308875.1,2.0,2.0,2.0,2.0,2.0,2.0
GB_GCA_002308935.1,0.0,1.0,1.0,0.0,0.0,1.0
GB_GCA_002309015.1,1.0,1.0,1.0,1.0,1.0,1.0
GB_GCA_002309175.1,1.0,1.0,1.0,1.0,1.0,1.0
